Loan Applications,Approved Loans,Rejected Loans,Approval Rate,Average Loan Amount,Total Loan Value,Default Rate,Revenue,Interest Rate,Inflation Rate,Unemployment Rate,GDP Growth,Consumer Confidence,Marketing Spend
6608,4450,2158,0.6734312696845017,15366.149399344054,68379364.82708104,0.0967701964861235,3418968.241354052,4.666762257382944,3.419435823082424,5.614407397288403,2.0481182526847594,99.68063724519064,107886.56202959824
6923,4912,2011,0.7096158070815236,15823.251940865355,77723813.53353064,0.0924042941588371,3886190.676676532,4.278397672953329,3.618070860294897,5.455132186446341,2.2057755336235,94.23263216516554,108542.79567002103
7292,5091,2201,0.698259332190572,15676.539710560408,79809263.66646303,0.0972281696000133,3990463.183323152,4.356714309644128,3.0483597659903303,5.661668208485196,2.284645951235556,99.62549517068996,104162.4415264109
7277,4969,2308,0.6828653237771865,15988.52041361156,79446957.93523584,0.0985695937532608,3972347.896761792,4.627719347347843,3.052847635430304,5.5853103608078944,1.5501431632648524,102.73941571005268,108110.91656204562
7429,4954,2475,0.6669365577544587,15838.410945530128,78463487.82415625,0.0977016546237518,3923174.391207813,4.573805697233776,3.6285203710483818,5.745735427212336,1.3863543317057512,91.3410186977184,107247.12077267084
6916,4898,2018,0.7082810158278974,15208.503887905716,74491252.0429622,0.0993710891937249,3724562.60214811,4.873020862536354,3.577240921677913,5.916813073770554,2.511070728759404,96.66760784956236,122361.35221711812
6936,4863,2073,0.7012057124225349,16398.13340972357,79744122.77148572,0.0982883526976044,3987206.138574286,4.659866169703655,3.5726428417078173,6.1798311136638215,2.132925604791837,101.05160724121389,119078.3919657373
6756,4681,2075,0.6929768664235857,15703.121708419343,73506312.71711095,0.0917251117130718,3675315.635855548,4.587713368580354,3.603855875611968,5.503961630082662,1.7006053853773786,98.93194332579984,121557.7754749708
6847,4951,1896,0.7231854466362337,15221.709050670124,75362681.50986779,0.0967342669257211,3768134.0754933897,5.189321954814267,3.291400541278218,6.374729328471964,2.6204607902090093,100.83281663374706,119608.36032021618
6574,4436,2138,0.6748042919163431,15835.942419517043,70248240.5729776,0.1025418964730686,3512412.0286488803,4.874289719156447,3.553662056022238,5.379401275713391,2.0462698537171438,98.04254173973712,111154.74114391384
6880,4547,2333,0.6609568857184798,16850.379895317157,76618677.38400711,0.0923132946860689,3830933.869200356,4.953366335079275,3.553656395747105,5.853261086302539,2.4717188736255307,100.20560340176924,114977.39866860112
6539,4417,2122,0.6755634061835585,16575.110871056746,73212264.71745765,0.0971339064298371,3660613.235872883,4.672426713190353,3.2264753247547526,6.059843241881665,2.027007392564044,99.52595173511676,120846.8728061396
7234,4984,2250,0.6890654091438803,16025.673932796071,79871958.88105562,0.0964308342011638,3993597.944052781,4.863061356458276,3.969029780169109,6.002287052900984,2.824299169952795,103.49908221539448,113089.36095554028
7727,5385,2342,0.6969336915924494,16075.371147840786,86565873.63112263,0.1024077192787265,4328293.681556132,5.005684933374282,3.513653067714801,5.793309739400439,2.702136336977282,100.71734210742127,123564.99215086194
7738,5308,2430,0.6860600026145947,16139.18247439131,85666780.57406907,0.0976405278368186,4283339.028703454,4.7618294995615065,2.970269302965166,5.911527622827874,1.9004143406083709,100.88100714005692,119598.37300920932
7986,5578,2408,0.6985163766886664,17388.37399178042,96992350.12615116,0.1047634416049881,4849617.506307559,5.072634590273188,3.47503927947807,5.852473124161951,2.3886283803817423,98.50284541041457,119725.89596225202
7653,5101,2552,0.666588126108667,16590.967726115778,84630526.37091658,0.0950136322863047,4231526.318545829,4.879756123710341,2.930681380670128,5.838108540752407,2.258150379834059,98.1026687026262,125954.79984101746
7913,5672,2241,0.7168241569285367,16665.020823595536,94523998.11143388,0.1034461059640474,4726199.905571695,4.940848719182361,3.399205423224572,6.205113515292845,2.54745262301294,98.0523263435507,125421.3165574302
7964,5475,2489,0.6874894878511955,17015.14172701592,93157900.95541218,0.0966907533146543,4657895.047770609,4.875066635305886,3.446050817806177,6.086748858095316,1.6140306157679585,100.27633069539172,122195.1691709046
7055,5037,2018,0.7140803529780206,16669.394579513257,83963740.49700828,0.1089913092926088,4198187.024850414,5.359012626586757,2.783505898612935,5.826556365374193,2.274420583999376,97.53259593371484,130596.64901682123
6835,4747,2088,0.6946097712085559,16470.478927089647,78185363.46689455,0.0963067436238506,3909268.173344728,4.97595625951825,3.2462854654091085,6.224473571899818,2.423369794739835,99.32837220034872,120194.68336200052
7537,5263,2274,0.6983981652963449,16551.82507545751,87112255.37213287,0.1022860026378658,4355612.768606643,4.75419246796632,3.0054952701332813,6.073689908673071,1.2965042054307545,104.31116643413222,129479.67803472132
7507,5250,2257,0.6994465422030219,16664.19937029297,87487046.69403808,0.1051176878062826,4374352.334701904,5.11434268951064,3.050018515366203,6.194880340162209,1.52669659493369,100.28833469013564,130165.50628984191
7175,5004,2171,0.6975402396267979,16731.38888174508,83723869.96425237,0.1034829270608058,4186193.4982126183,4.686833198843642,3.292072108805732,6.14139315735484,1.1843071288959597,96.25278822087972,126452.26780343003
7611,5367,2244,0.7051884664158741,17163.81477181849,92118193.88034984,0.0967395504870882,4605909.694017491,4.951070145826633,2.5675035732590064,5.766598878147677,1.892237266222177,100.35827357200334,130430.6651112106
7836,5629,2207,0.7183707511733881,16875.97294290365,94994851.69560464,0.0975631959305934,4749742.584780232,4.492853148253332,2.332105519745366,5.821229942926058,2.287016902318385,95.02416920586124,123344.43211807348
7730,5353,2377,0.6925991885043471,17266.320038607788,92426611.16666748,0.1015502922495778,4621330.558333375,4.591909587145419,2.2080742853171738,6.13312348896823,2.6009428208384118,89.60002487681892,135020.1350960345
7895,5553,2342,0.7033645523381479,16909.64170994571,93899240.41532852,0.1000805128054799,4694962.020766427,4.867032599299785,2.1470617799802603,6.081552281362235,2.0296379121679102,92.13075478546244,130275.48931778506
7780,5361,2419,0.689164565830909,17039.317595158045,91347781.62764227,0.103860115867321,4567389.0813821135,4.942913373022131,2.2863015243002835,5.904072028334645,2.651446218228517,88.96035050328055,129386.3848974048
7885,5674,2211,0.7196354021643837,16050.899657733946,91072804.6579824,0.1102195571525624,4553640.232899121,4.794599666472464,2.330727424182567,5.916694214460572,1.4479594167140433,92.91558266053356,138045.04612918443
7762,5236,2526,0.6746458980528548,17558.16383735124,91934545.8523711,0.0990387969809206,4596727.292618555,4.699956225260676,2.232224012109386,6.18262559059598,1.3186470242579382,93.4051366391277,130078.2815472862
7763,5660,2103,0.7291287492223208,17323.244237948995,98049562.3867913,0.090041044538,4902478.119339566,4.623393841525582,2.3206412728378925,5.68900594358954,1.9777809204413528,97.74406897844868,127357.6935181822
7868,5426,2442,0.6897441334959922,17699.005054929825,96034801.42804924,0.0990112972493647,4801740.071402462,4.34632950254934,2.002623518975027,5.945270749112099,2.1536261795757228,93.04835358420132,127416.85413238048
7280,4834,2446,0.6641092476198446,15801.872310903156,76386250.75090586,0.110173797026066,3819312.537545293,4.454503302425015,2.364498904404852,5.727525033779448,1.9869221007623628,90.75389849417208,139030.0497567282
7845,5457,2388,0.6956492391845166,18344.187352390363,100104230.38199422,0.0928944762738505,5005211.519099711,4.4609359721835045,1.7827242405117614,5.691284911369915,1.1730231599840493,93.23677576409972,130397.8532375186
7632,5163,2469,0.676517291192626,17280.205185922412,89217699.37491742,0.1080572596850967,4460884.968745871,4.7173732060756,2.6162818000479167,5.986167565787642,1.9643519841948849,83.44918633650938,146373.97090992183
7962,5637,2325,0.7079946983017928,17954.091408368757,101207213.26897468,0.1072066767483637,5060360.663448734,4.525996284549505,1.9308977090215735,5.881817267798158,1.4782121997980586,90.1231022400499,127990.3529605814
8744,5933,2811,0.6785360993026055,16930.047036437234,100445969.06718212,0.0956434799028066,5022298.453359106,4.054577489060275,1.4342692245567623,5.841142111134664,2.2678690195320157,91.06511389520192,147682.2818414502
8213,5599,2614,0.681827912876779,17806.386952531284,99697960.54722266,0.1020933338548517,4984898.027361133,4.420658785280025,1.323979643342826,5.924841845892539,2.1466392984387395,83.65856163390562,141055.0873360131
8921,5857,3064,0.6565798386030933,17023.29221841317,99705422.52324596,0.1037713298936387,4985271.126162297,4.226384011284593,1.749752366344372,5.562934677799607,1.6240480854690578,90.87585110935248,140316.43444064804
8763,5994,2769,0.6840939774685664,17288.115519652096,103624964.42479466,0.0949642574415146,5181248.2212397335,4.114638362902172,1.5039466631314828,5.685989614645205,1.7944532330653225,87.821699987199,138875.40456595525
8697,5631,3066,0.6475777749460057,18607.01567693339,104776105.27681191,0.0929267367209033,5238805.263840597,4.318208839588423,1.7576082608700527,5.394463852141518,1.5763145912444194,84.93615817033348,144395.68057176034
8446,5601,2845,0.6632377288467262,17604.658799618326,98603693.93666224,0.0921758101138161,4930184.696833112,4.347319912559057,1.6644411697069663,5.508421468355941,1.9749283610907316,87.47314116537034,143011.82648787575
8963,6379,2584,0.7117170408382819,17858.71643658986,113920752.14900672,0.0884174686311397,5696037.607450336,4.272187014556381,1.486467454260169,5.3491252284604105,2.3820569282004955,91.79930808752974,149516.5094100826
7944,5657,2287,0.7121236317589759,18235.033865344376,103155586.57625312,0.0903459836887108,5157779.328812657,3.8626333178624574,1.2470069674815505,5.359237141404084,1.6057095814657825,84.96753295604266,145371.1382433102
7920,5576,2344,0.7041464785486815,18097.840943986303,100913561.10366762,0.0882429713532064,5045678.055183381,3.913086139034588,1.0462530436188626,5.436267268701773,2.2016186062071377,84.62608284947382,146351.50880730938
7974,5424,2550,0.6803135355533596,17975.209452571788,97497536.07074936,0.0905173589253522,4874876.803537468,3.985710453103316,1.3733503717797408,5.034694158405614,1.7878969526510238,81.99000890545676,144581.93893893072
8083,5592,2491,0.6919105782143365,18132.480501233116,101396830.96289556,0.0932853285075307,5069841.548144779,4.05934446807384,1.777711869844396,5.713519466282392,1.6828508670950624,80.33469324250966,146915.27188139467
8658,6069,2589,0.7010317925913392,19201.707792619138,116535164.59340554,0.0900650861858031,5826758.229670278,3.7135971895554567,1.6053038485759226,4.889615662684942,1.9571878560181768,84.92298249655344,149539.0088444603
9211,6253,2958,0.6789535313257941,18021.19060148321,112686504.83107448,0.0800996966593369,5634325.241553725,3.718084857728392,1.1942929290549569,4.787917489035504,1.5859030710322504,79.44509547586011,140249.15803671686
9527,6923,2604,0.72675688222726,18200.549523357484,126002404.35020386,0.0949654849691553,6300120.217510194,3.480489584056885,1.653376054274625,5.331108380808307,1.7785402778611272,81.84490066286625,142859.07288947143
9240,6612,2628,0.7156521615502776,18675.327198003804,123481263.43320116,0.0960627290692804,6174063.171660058,3.409975447494246,1.756660720492059,5.189508426123585,1.5208488429644609,79.85126993556877,154116.32047011357
9117,6332,2785,0.6946041584150522,18752.762966478997,118742495.10374498,0.0810078798954973,5937124.75518725,3.760264516090113,1.42151337757208,5.097655810835459,2.785890053166556,82.4139444339545,152054.3271906397
9266,6486,2780,0.700048804352031,18843.51515278019,122219039.2809323,0.0923591952770974,6110951.964046616,3.818791100830266,1.7840380950179784,5.048891242785961,2.0141054207886917,81.71084130315322,151080.0833182366
8950,6316,2634,0.7057757300325008,18619.36511101459,117599910.04116815,0.0945302710888167,5879995.502058408,3.484320927095588,1.811922289963408,4.839192612645023,1.7201097968029655,83.59659909387854,152892.16966532698
8966,5948,3018,0.6634774582769628,17778.49754363476,105746503.38953955,0.0796396392610954,5287325.1694769785,3.6521561407811993,1.5130044471178814,4.568784435455142,2.085591964293689,78.77033210194804,155337.90852680834
8691,6061,2630,0.6974223519743721,19216.715766150548,116472514.25863849,0.0959969623094045,5823625.712931924,3.478195997501103,2.029137966360176,4.7634100375216,1.955068780123668,79.35025198240533,151701.2015984532
8265,5711,2554,0.6910886344459086,17876.827303490656,102094560.73023511,0.0873667756409656,5104728.0365117565,3.233097339562123,2.159956280411212,4.527168059413542,1.9116121601867109,77.12679881631844,151308.47637298843
9134,6220,2914,0.6810376327454535,18651.31773261952,116011196.2968934,0.0854049077778561,5800559.814844671,3.392621164708937,2.390083133327506,4.892996705664818,2.24566668001737,78.67757104879237,156979.2262754884
9423,6584,2839,0.6987171192688958,18172.86207499032,119650123.90173627,0.0853820294850965,5982506.195086814,3.588267280287612,2.4577731351015206,4.566087487338505,2.303003084018922,81.13409472855967,151908.13611192483
9309,6911,2398,0.7424426779619203,18567.930826703505,128322969.94334792,0.0863026871376788,6416148.497167396,3.236032296870081,1.807283691413947,4.35110525750702,1.787799540955789,82.30931976157765,159641.26377857235
9384,6742,2642,0.7184881883160297,18814.38120515174,126846558.08513305,0.0847086958663725,6342327.904256653,3.520998983010814,2.020128234892401,4.432866890931052,1.769672703742128,77.35227618859788,149887.0819788108
10178,7051,3127,0.6928424529777399,18860.678607725134,132986644.86306997,0.0884277471888359,6649332.243153498,2.651437577209064,2.5382554151023684,4.573396722660413,1.8899793211393423,82.85190847612355,164345.77818662822
10216,7340,2876,0.7185765801965565,18960.96037711764,139173449.1680435,0.0782717074651698,6958672.458402175,3.309627893636205,2.620956568726106,4.287507543056663,1.079231534105766,84.47767082978346,162362.9874120652
10261,7553,2708,0.7361612386300633,19606.85563452932,148090580.60759997,0.0826726742218371,7404529.030379999,3.1351550480135515,2.704641315773987,4.182587010165673,1.3939235751205792,81.86133157483003,162080.1486715694
10574,7659,2915,0.7243897070001772,19076.76715075699,146108959.60764778,0.0770343941735532,7305447.980382389,3.0331647128889307,3.788904780675611,4.410296665807811,2.54674970697781,86.50335280331531,166513.45491972758
9696,6859,2837,0.7074578525624714,18777.921682354678,128797764.81927072,0.0831786245291885,6439888.240963536,3.089337654036339,2.886387141295766,4.373475483593207,2.6579870854005136,78.84408584548774,170727.37222231287
9400,6538,2862,0.6955605036251814,19432.04358414418,127046700.95313464,0.0769812226133831,6352335.047656733,2.654357622858024,3.136331310263341,4.150076082070705,1.9003855841774488,77.76322752107772,168271.8503250907
8883,6419,2464,0.7227100869893969,19594.73524446232,125778605.53420363,0.077576729569926,6288930.276710182,2.99174850550372,3.1603517596191804,4.125437928287491,2.2306227852223066,76.53054533761136,154795.62884334178
9212,6588,2624,0.7151748354093028,18436.196092431503,121457659.85693872,0.0888753381751843,6072882.992846937,3.093892396637252,3.145461449172357,4.269487229913215,2.1245000618174146,86.76048805890767,158402.11516632148
9512,6940,2572,0.7297068463649421,19398.70003492493,134626978.242379,0.0836535686385839,6731348.912118951,3.3078519828961923,2.928232645737576,3.819701803561258,3.231552323382095,84.67543350343531,162475.9071115216
10278,7448,2830,0.7246819324803353,19500.58637115545,145240367.2923658,0.08106719415784,7262018.36461829,2.90147017748399,3.3196449824663428,3.802150355330414,2.4478299645738306,83.01794155260079,166530.45525105417
10038,7342,2696,0.7315029225836537,19051.218248320005,139874044.37916547,0.0740265678993701,6993702.2189582735,2.8393463623234343,2.925139034357517,3.948813172273303,1.9488329634076933,84.52723950023623,169788.2951023456
10353,7234,3119,0.698778807230354,19937.85340665581,144230431.54374814,0.0789344462899605,7211521.577187408,2.8996969372160506,3.146413631832357,4.051648853843455,1.6177838237598297,80.84155044066178,164371.28093423267
10717,7874,2843,0.734732271766186,19224.972206483737,151377431.15385294,0.0876810980463963,7568871.557692647,3.1852175093293016,3.127343291629752,4.161560954650046,1.3574214718969708,92.11164566606396,169733.83382238538
10935,7759,3176,0.7096141273270586,19412.78822673577,150623823.85124284,0.0850464493349889,7531191.192562142,3.073055079331784,3.347643120827402,4.433786476678939,2.081385454346889,85.74164175178811,165823.0853382334
11322,8478,2844,0.7488770891333955,19313.464087858065,163739548.53686067,0.0942247760190183,8186977.426843034,2.9095836742019734,4.0618944396208585,4.262812831910988,1.6974597018862787,86.28239240743817,167342.41098504025
10423,7257,3166,0.6962738205693235,19457.78952379073,141205178.57414934,0.0819090122658569,7060258.928707467,3.1294577477300622,2.8457125041002342,3.9942423068885047,1.4310985161609304,88.7497123520001,164166.6945157589
10259,7638,2621,0.7445421177597126,18951.8624565524,144754325.44314724,0.0811374038860424,7237716.272157363,3.0604912352064697,3.643878033887093,4.017715830359231,1.741370846302989,88.64887271322087,167383.83376944548
10412,7458,2954,0.7163329776658798,18829.97455870285,140433950.25880587,0.0760796556823606,7021697.512940294,3.252035069349249,2.9797830103262664,3.762523800337311,1.567380798554242,88.52334349639074,166041.57697191834
10179,7094,3085,0.6969548328040267,20397.252531612485,144698109.45925897,0.0806845116475958,7234905.472962949,2.9380315136459907,3.340928227249543,4.001680712368438,2.6748566540290257,86.13565896509101,168720.63373511334
10628,7450,3178,0.7010244743038028,19226.51932584084,143237568.97751424,0.0785354598332081,7161878.448875712,3.0358893471997166,3.821283958201386,3.929780901511086,2.35265590277978,90.58351104323302,179668.2089830392
10395,7305,3090,0.7027854900109094,19204.303825271847,140287439.44361085,0.0843481072086471,7014371.972180543,3.0487524663223096,3.51907083714286,4.080756382520422,1.996810943473353,95.48089459647149,170453.0055558403
10625,7655,2970,0.7205443241766729,18673.30494319814,142944149.34018177,0.0827225063353383,7147207.467009089,2.8629166420539085,3.1747125032205163,3.793899475136541,2.5919776555560103,94.53753023728666,189161.91032418696
10950,7874,3076,0.7191199895634655,19480.51912615525,153389607.59934643,0.0774067728947047,7669480.379967322,3.245894663845335,3.2747671338453914,4.133672019724452,2.030947323059048,95.94505192842313,179266.58950440446
11199,7778,3421,0.6945996179983892,19188.45510329625,149247803.79343826,0.0772702171550504,7462390.189671913,3.272442269939713,3.677693313037171,4.392638192283932,1.6554863194686944,90.29088892245578,178524.18061847438
11349,8053,3296,0.7096093346521658,20721.007580068184,166866274.04228908,0.070722546637098,8343313.7021144545,3.257220588740931,3.2324010560678604,3.9903573502614536,2.609249630907863,89.50665934845001,174108.21109909393
11504,8645,2859,0.7515601585610081,20454.90854467132,176832684.36868355,0.0838252052457918,8841634.218434177,3.247542247754579,3.487541787113933,4.128524861122915,2.215564017473864,92.73805287483484,182701.54939704496
11606,8616,2990,0.7424147461693678,19655.924827411138,169355448.31297436,0.076619284201777,8467772.41564872,3.051824336611095,3.4009656600658387,4.21361172326464,1.5851015382694174,93.9086870425783,177121.81086881112
11592,8336,3256,0.7191650112595543,21176.217902672157,176524952.43667507,0.0687970091691639,8826247.621833755,3.293260485588604,3.150345702039454,3.9561462133926346,1.9238645287665568,97.63356274607816,181410.0490732268
11366,8063,3303,0.7094579851821153,20590.8827434958,166024287.5608066,0.0832449774039035,8301214.37804033,3.353258854950337,3.941670339421088,4.130208438124871,1.649752698646097,89.86373962224162,194400.422691344
11062,7869,3193,0.7114268119470978,19987.58430824569,157282300.92158532,0.0934388121744313,7864115.046079267,3.307542616054715,3.4357822844258696,4.097381458726744,1.4468801076142657,100.097977329453,181919.7005013768
10648,7675,2973,0.7208607157654378,18950.297142563213,145443530.56917265,0.081379289131471,7272176.528458632,3.4835787981980904,2.58000843911578,4.140964368917055,2.370471019012657,95.57901870754328,188946.3666314284
10600,7314,3286,0.6900660180899365,21395.47128629537,156486476.98796433,0.0836705844783536,7824323.849398217,3.6459779317378302,3.180660248185021,3.947813060609542,2.7637666561880523,95.28922277734564,180484.11787437057
10880,7649,3231,0.7031138682381248,19605.2137666182,149960280.10086262,0.0821477478061461,7498014.005043131,3.993078490125978,2.859024902219213,4.173860101340835,1.4405729704723431,94.02118785391971,184625.0575475152
10697,7203,3494,0.6734185243528562,19527.300626521555,140655146.41283476,0.0827153459036363,7032757.320641738,3.7026157920025007,3.2422580198882542,4.320979416959206,2.225187694676229,92.54921090115896,194454.00317817755
11270,8025,3245,0.7120842483081778,20911.28521600482,167813063.85843867,0.0904955965588665,8390653.192921935,3.772094579945627,2.6743622637119464,4.590021414392774,1.7397429723512692,100.40619039037728,183265.1647110612
11473,8237,3236,0.7179465148337307,21669.876203169635,178494770.28550828,0.0835460312393808,8924738.514275415,3.759441762739529,2.800427740497194,4.499740396032407,1.8051498464941216,98.54426919706606,196262.24278998465
11687,8087,3600,0.6920087178659375,21192.136409255258,171380807.14164728,0.0896645144584345,8569040.357082365,3.4450194772259577,2.9067510516906547,4.832755288807497,1.7630424303044523,94.80508599696488,191538.75967727735
12069,8932,3137,0.7400905027457834,20831.95456002618,186071018.13015383,0.0829977215509973,9303550.906507691,3.878442059849927,2.9336160436314698,4.138923252001726,1.6544036921280736,95.10184464192542,185987.66612052865
11815,8029,3786,0.6796165515268746,20897.37717083264,167785041.3046153,0.0825276829448632,8389252.065230764,3.951120711542215,2.231228313438016,4.586813521307848,2.019408651177931,98.25191133149544,192762.0386952776
11693,7906,3787,0.6761713031877679,21076.707779390155,166632451.70385855,0.0895014109557184,8331622.585192928,4.487240919449142,2.4077608344062016,4.454119920803579,1.667619953435585,104.49737742501776,195262.77224813364
11019,7763,3256,0.7045213844641317,21079.464294893383,163639881.32125732,0.0890928531235907,8181994.066062867,4.011654816925948,2.282365286189904,4.99676519070678,2.108182730311936,98.90042266622405,194309.049811086
11232,8177,3055,0.7280455025406235,20890.595711984686,170822401.1368988,0.0791177377141553,8541120.05684494,4.165816318073864,2.14610936498117,4.289646351161954,1.979904756220345,95.31564901050942,184148.8764005477
11184,8280,2904,0.740423880228747,20852.10055197594,172655392.57036078,0.0859372228182625,8632769.62851804,4.15361878071247,2.790099498954013,4.325467360041048,1.904420781253436,99.1900789849717,189164.31412087567
11581,8066,3515,0.6965184365346299,20818.70343605024,167923661.91518125,0.0798115382990361,8396183.095759062,3.981384380563909,2.3019753196660133,4.430387820799134,1.636974535183361,99.16726274450303,192362.40682224248
10884,7952,2932,0.7306221226277028,20523.01770556666,163199036.79466608,0.0810923998277687,8159951.839733304,4.497579624596213,1.724450799095524,4.095149404092312,1.7692914677726668,91.90853553169156,194027.83285449975
11373,8004,3369,0.7038147663128851,20809.66246156661,166560538.34237915,0.0853694693138796,8328026.917118958,4.47246666196653,2.3030670690730517,4.5415064297100685,2.3021564903303027,99.80564845616242,198303.36048775335
11629,8154,3475,0.7012394406370571,20153.521592902307,164331815.0685254,0.0907374911932843,8216590.753426271,4.532357619979829,2.59262574821442,4.53080133641265,2.2003668750497525,99.2007788756078,196888.50500466628
12248,8813,3435,0.7196079921665369,21000.830186602627,185080316.43452892,0.0904386977475963,9254015.821726449,4.243190423988393,2.197764610018356,4.80652065831966,1.6089779020805794,101.86329577688429,190123.2782064495
12090,8632,3458,0.7140136926715465,20605.70444642454,177868440.78153664,0.0889076301029962,8893422.039076833,4.755231860899488,1.368507552155967,4.903276489672193,2.0397329221716904,105.159212263632,199500.98925502985
12296,8178,4118,0.6651096488508004,20598.205341392117,168452123.2819047,0.0974513395055159,8422606.164095236,4.242443206571224,1.6200313477353292,5.336250800951454,2.300554849348716,102.787000655441,201452.9287264191
12201,8882,3319,0.7279856414272278,21289.94707557674,189097309.9252726,0.0984962033123767,9454865.49626363,4.686712051626617,2.091457062532762,5.154516556729017,1.3322378875514511,98.3538063191542,201998.9522396552
11902,8681,3221,0.7293758783875806,21946.0011431723,190513235.92387876,0.0910150002271277,9525661.796193937,5.052202199504381,1.4506383596941663,4.822594869536843,2.217344076951974,95.55336335472194,205403.9036277731
11862,8179,3683,0.6895666436433368,21759.15830300116,177968155.76024646,0.0879738654256895,8898407.788012324,4.458879333692652,1.7534500684721983,4.79221023264726,1.734950496421661,106.2660684906324,204969.6107727445
11554,8157,3397,0.7060186228247664,20564.74969818841,167746663.28812286,0.085338266682231,8387333.164406143,4.5845753622423295,1.8161649605570904,5.189744784398182,2.228239467437264,98.35872427455716,203895.90039614215
11623,8275,3348,0.7120156946947015,20905.18593171483,172990413.58494022,0.0825393407155764,8649520.679247012,4.75646023308642,1.275525101688467,4.786490903095333,1.6946963373829933,97.82158989812416,202049.1714427068
10874,7600,3274,0.6989744073431926,21920.38559399411,166594930.51435524,0.0947129444515121,8329746.525717762,4.672257225155243,1.5121445252607812,5.623906797328545,1.2780471597341925,97.27159571741112,194895.19533242003
11435,7820,3615,0.6838940967404102,21008.756303230846,164288474.29126522,0.0920522391718849,8214423.714563262,4.4968570237865375,0.5407520179794039,5.509980018268138,1.348983024846735,97.4697664334342,206148.0910956629
11394,7806,3588,0.685103869947773,21437.683425001487,167342556.81556162,0.0905288061785387,8367127.840778082,4.852249590549318,1.195795298910533,5.1463662693466015,2.019233978664553,95.9434255720044,205838.4384358156
